"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"80","NSABHC0004-53599","NSABHC0004",53599,0.4,0.5,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050125"
"81","NSABHC0004-53599","NSABHC0004",53599,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050123"
"82","WAAVIB0001-58494","WAAVIB0001",58494,0.12,0.6,NA,"MHC","NC","NC","2.5YR2.53",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit and subsites 1 to 5 in NE corner. ",2,"2",NA,"N",0.01,7.8,"W","R","NC","AB","NC","AB",NA,"4","WAA053556"
"83","WAAVIB0001-58494","WAAVIB0001",58494,0.03,0.12,NA,"LC","NC","NC","2.5YR2.52",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit and subsites 1 to 5 in NE corner. ",2,"2",NA,"N",0.01,7.9,"W","R","NC","AB","NC","AB",NA,"5","WAA053555"
"84","WAAVIB0001-58494","WAAVIB0001",58494,0.6,1,NA,"LMC","NC","NC","2.5YR33",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit and subsites 1 to 5 in NE corner. ",2,NA,NA,"N",0.01,8.2,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA053557"
"85","WAAVIB0004-58504","WAAVIB0004",58504,0,0.03,"A11","LS","NC","NC","5YR43",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Both Horizons contain many (20-50%) rounded sandstone fragments. Ground covered extensively by leaf litter. Pit and subsites 1 to 5 in NW corner. No Bulk Density collected.",2,NA,NA,"N",0.02,5.7,"G","G","NC","NC","NC","NC",NA,NA,"WAA053486"
"86","WAAVIB0004-58504","WAAVIB0004",58504,0.03,0.25,"A12","LS","NC","NC","7.5YR2.53",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Both Horizons contain many (20-50%) rounded sandstone fragments. Ground covered extensively by leaf litter. Pit and subsites 1 to 5 in NW corner. No Bulk Density collected.",2,NA,NA,"N",0.17,6,"G","G","NC","NC","NC","NC",NA,NA,"WAA053487"
"87","NSABHC0005-53600","NSABHC0005",53600,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050156"
"88","NSABHC0005-53600","NSABHC0005",53600,0.3,0.4,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050158"
"89","NSABHC0006-53601","NSABHC0006",53601,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050188"
"90","NSABHC0007-53602","NSABHC0007",53602,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050220"
"91","WAAGAS0002-58421","WAAGAS0002",58421,0.01,0.1,"A1","L","NC","NC","2.5YR34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner.
Pit to 40 cm, auger to 1 m. Ironstone also present as coarse fragments in A1: 1, 1, S.
Unable to determine structure past 40 cm. ",17,NA,NA,"N",0.02,6.3,"V","E","NC","NC","NC","NC",NA,NA,"WAA053585"
"92","WAAGAS0002-58421","WAAGAS0002",58421,0.1,1,"B2","SCL","NC","NC","2.5YR43",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner.
Pit to 40 cm, auger to 1 m. Ironstone also present as coarse fragments in A1: 1, 1, S.
Unable to determine structure past 40 cm. ",17,"4",NA,"N",0.04,6.5,"W","R","NC","NC","NC","AB",NA,NA,"WAA053586"
"93","WAACOO0011-53439","WAACOO0011",53439,0.8,0.9,"NC","S","NC","F",NA,"10YR8/1","D","1","NC","5","1","Y","X","The site is dominated by a high gypsum dune of about 170m diameter.  
Pit: SW corner. On upper part of dune slope.

",9,"11",NA,"M",NA,NA,"V","G","NC","NC","NC","NC",NA,"11","WAA050966"
"94","NSABHC0007-53602","NSABHC0007",53602,0.3,0.4,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050221"
"95","QDAMUL0003-53595","QDAMUL0003",53595,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",NA,5.1,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050830"
"96","NSABHC0007-53602","NSABHC0007",53602,0.4,0.5,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050222"
"97","SAASTP0017-53717","SAASTP0017",53717,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,14,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAA050223"
"98","NSABHC0008-53603","NSABHC0008",53603,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia
",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050252"
"99","NSABHC0008-53603","NSABHC0008",53603,0.4,0.5,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050254"
"100","WAACOO0017-53460","WAACOO0017",53460,0,0.1,"NC","S","NC","Z",NA,"10YR7/4","n/a","0","n/a","NC","NC","NC","NC","Ryan's Find track passes through the southwest corner of the WAT plot on which this was overlaid. 
PIT: Adjacent to SW corner. Open area. Surrounded by mixed shrubs and sedges. Surface crust of sand with some cryptogam. 

",9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA051190"
"101","NTAFIN0021-53641","NTAFIN0021",53641,0.1,0.3,"B21","CL",NA,NA,"2.5YR46","5YR46","NC","NC","NC","1","1","K","S",NA,2,"2",NA,"H",0.02,7.7,"W","R","SB","NC","SB","NC",NA,"3","NTA052358"
"102","NTAFIN0021-53641","NTAFIN0021",53641,0.3,0.5,"B22","CL","n/a","F","2.5YR46","5YR46","NC","NC","NC","1","1","K","S",NA,2,"2",NA,"H",0.02,7.6,"W","R","SB","NC","SB","NC",NA,"3","NTA052359"
"103","WAACOO0030-56958","WAACOO0030",56958,0.8,1,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit in S. E. corner",17,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA  053031"
"104","NSABHC0015-57104","NSABHC0015",57104,0.5,0.6,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Conflicting barcodes assigned to Soil Characteristics samples. Original barcodes recorded as NSA 050849 to NSA 50858
Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051132"
"105","NSABHC0015-57104","NSABHC0015",57104,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Conflicting barcodes assigned to Soil Characteristics samples. Original barcodes recorded as NSA 050849 to NSA 50858
Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051133"
"106","NTAFIN0012-53632","NTAFIN0012",53632,0.75,1,"B22","CL",NA,NA,"2.5YR46",NA,"NC","NC","NC","NC","NC","NC","NC","Auger from 30cm. ",2,"2",NA,"N",4.26,7.7,"M","NC","NC","NC","NC","NC",NA,"3","NTA052677"
"107","NTAFIN0012-53632","NTAFIN0012",53632,0.08,0.3,"B1","CL","-","F","2.5YR36",NA,"NC","NC","NC","NC","NC","NC","NC","Auger from 30cm. ",2,"2",NA,"N",2.11,8.3,"M","NC","NC","NC","NC","NC",NA,"3","NTA052675"
"108","WAAGES0001-58023","WAAGES0001",58023,0,0.01,"A2","S","NC","NC","10YR68","10YR84","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 40 cm, auger to 1 m. Mottles in A11 horizon appear to be accumulated ash and breaking down organic matter, i.e. roots.",17,NA,NA,"N",0.05,6.1,"G","G","NC","NC","NC","NC",NA,NA,"WAA054030"
"109","WAAGES0001-58023","WAAGES0001",58023,0.01,0.12,"A11","S","NC","NC","10YR46","10YR56","G","3","3","0","n/a","n/a","n/a","Pit to 40 cm, auger to 1 m. Mottles in A11 horizon appear to be accumulated ash and breaking down organic matter, i.e. roots.",17,NA,NA,"N",0.03,6.4,"G","G","NC","NC","NC","NC",NA,NA,"WAA054031"
"110","WAAGES0001-58023","WAAGES0001",58023,0.12,1,"A12","S","NC","NC","10YR58","10YR68","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 40 cm, auger to 1 m. Mottles in A11 horizon appear to be accumulated ash and breaking down organic matter, i.e. roots.",17,NA,NA,"N",0.04,6.5,"G","G","NC","NC","NC","NC",NA,NA,"WAA054032"
"111","WAAPIL0008-57605","WAAPIL0008",57605,0.03,0.85,"B2","MC","NC","NC","10R44",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Quartz throughout site. No BD's. Quartz in horizons.",2,"2",NA,"N",0.77,7.7,"M","S","NC","NC","NC","GR",NA,"11","WAA053153"
"112","NTAGFU0014-53661","NTAGFU0014",53661,0.03,0.55,"B1","LC",NA,NA,"7.5YR52","7.5YR53","NC","NC","NC","NC","NC","NC","NC",NA,2,"2",NA,"N",NA,6.6,"M","R","NC","NC","AB","NC",NA,"4","NTA051194"
"113","NTAGFU0014-53661","NTAGFU0014",53661,0,0.03,"A1","ZCL",NA,NA,"7.5YR42","7.5YR53","NC","NC","1","NC","NC","NC","NC",NA,2,"2",NA,"N",NA,6.7,"M","R","NC","NC","AB","NC",NA,"4","NTA051193"
"114","NTAGFU0020-53667","NTAGFU0020",53667,0,0.05,"A1","CS",NA,NA,"5YR32","10YR53","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",NA,7,"V","E","NC","NC","NC","NC",NA,"11","NTA051344"
"115","NTAGFU0025-53672","NTAGFU0025",53672,0.28,1.1,"B2","LMC",NA,NA,"10YR46","10YR56","NC","NC","NC","NC","NC","NC","NC",NA,2,"1",NA,"N",NA,NA,"W","R","NC","GR","NC","GR",NA,"3","NTA051446"
"116","WAAGES0002-58024","WAAGES0002",58024,0,0.26,"A1","S","NC","NC","10YR43",NA,"Y","2","3","0","n/a","n/a","n/a","At ~26 cm encountered sandstone pebbles up to 200 mm in extreme abundance, unable to dig further. 
Thin bleached white sand layer on surface 2 - 4 mm thick. 
",17,NA,NA,"N",0.04,6,"G","G","NC","NC","NC","NC",NA,NA,"WAA054060"
"117","WAAGES0003-58025","WAAGES0003",58025,0,0.2,"A1","CS","NC","NC","10R34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in N.E. corner. 
Pit to 35 cm, auger to 1 m.
Unable to extract past 80 cm, soil quite firm but unable to pick up in auger due to dryness / fineness. ",17,NA,NA,"N",0.04,6.1,"V","E","NC","NC","NC","NC",NA,NA,"WAA054077"
"118","WAAGES0003-58025","WAAGES0003",58025,0.2,0.7,"B21","CLS","+","NC","10R44",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in N.E. corner. 
Pit to 35 cm, auger to 1 m.
Unable to extract past 80 cm, soil quite firm but unable to pick up in auger due to dryness / fineness. ",17,NA,NA,"N",0.22,6.9,"V","E","NC","NC","NC","NC",NA,NA,"WAA054078"
"119","WAAGES0003-58025","WAAGES0003",58025,0.7,1,"B22","CLS","-","NC","10R46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in N.E. corner. 
Pit to 35 cm, auger to 1 m.
Unable to extract past 80 cm, soil quite firm but unable to pick up in auger due to dryness / fineness. ",17,NA,NA,"N",0.58,7.1,"V","E","NC","NC","NC","NC",NA,NA,"WAA054079"
"120","WAAPIL0020-58032","WAAPIL0020",58032,0,0.26,NA,"SL","NC","NC","7.5YR34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Top 6 cm of soil structure is single grain with sandy fabric. 
Unable to extract bulk density due to coarse fragment abundance.",17,"2",NA,"V",0.02,8.5,"W","R","NC","NC","NC","AB",NA,NA,"WAA053633"
"121","WAAPIL0021-58034","WAAPIL0021",58034,0,0.07,"A11","MC","n/a","S","5YR46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","All horizons handle like medium clay yet have sand grain visible to the eye. 
All horizons also contain few quartzite/sandstone (?) subrounded coarse fragments, sized up to 6 mm. 
Difference in structure may be due to increasing moisture presence moving down the profile.
Some shallow drainage lines run throughout plot. ",17,NA,NA,"V",0.02,8.7,"G","G","NC","NC","NC","NC",NA,NA,"WAA053656"
"122","NSABHC0010-53605","NSABHC0010",53605,0.4,0.5,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050315"
"123","NSABHC0010-53605","NSABHC0010",53605,0.3,0.4,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050314"
"124","NSABHC0010-53605","NSABHC0010",53605,0.5,0.6,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050316"
"125","WAAPIL0021-58034","WAAPIL0021",58034,0.07,0.26,"A12","MC","n/a","S","5YR46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","All horizons handle like medium clay yet have sand grain visible to the eye. 
All horizons also contain few quartzite/sandstone (?) subrounded coarse fragments, sized up to 6 mm. 
Difference in structure may be due to increasing moisture presence moving down the profile.
Some shallow drainage lines run throughout plot. ",17,"3",NA,"V",0.02,8.4,"W","R","NC","NC","NC","AB",NA,NA,"WAA053657"
"126","WAAPIL0021-58034","WAAPIL0021",58034,0.26,1,"A13","MC","n/a","S","5YR46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","All horizons handle like medium clay yet have sand grain visible to the eye. 
All horizons also contain few quartzite/sandstone (?) subrounded coarse fragments, sized up to 6 mm. 
Difference in structure may be due to increasing moisture presence moving down the profile.
Some shallow drainage lines run throughout plot. ",17,"5",NA,"V",0.02,8,"M","R","NC","NC","NC","AB",NA,NA,"WAA053658"
"127","SATKAN0004-56928","SATKAN0004",56928,0.12,0.39,"A2","S","NC","NC","7.5YR5/6","","n/a","0","n/a","0","n/a","n/a","n/a","Pit near North East corner",17,"11",NA,"N",0,6.4,"V","E","NC","NC","NC","NC",NA,"11","SAT 006911"
"128","WAAPIL0022-58035","WAAPIL0022",58035,0,1,"A1","L","NC","NC","10YR34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner.
Many subsites too rocky past 20 cm, unable to collect. 
Very few Limestone surface coarse fragments also present. 
Drainage channel running next to plot. ",17,NA,NA,"S",0.03,8.1,"V","E","NC","NC","NC","NC",NA,NA,"WAA053686"
"129","WAAPIL0023-58036","WAAPIL0023",58036,0,0.44,"A1","L","NC","NC","2.5YR44",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Profile also contains slightly few medium gravelly sub-angluar ironstone coarse fragments.
Stopped at 44 cm by limestone. 
Although limestone is present below, soil is not effervescent.
",17,NA,NA,"N",0.04,7.2,"V","E","NC","NC","NC","NC",NA,NA,"WAA053711"
"130","WAAPIL0024-58040","WAAPIL0024",58040,0,0.11,"A2","L","NC","K","2.5YR2.5/4",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit to 45 cm, auger to 85 cm. Stopped by too hard, could no longer extract material with auger head.
Textural difference between A2 & B2 minimal. Soil surface condition varies throughout plot, large open areas are covered in a veneer of ironstone sand and SCF, while below clustered trees and grassy areas cryptogam is present.",17,NA,NA,"N",0.12,5.9,"V","E","NC","NC","NC","NC",NA,NA,"WAA053739"
"131","WAAPIL0024-58040","WAAPIL0024",58040,0.11,0.85,"B2","CLS","NC","K","10R3/4",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit to 45 cm, auger to 85 cm. Stopped by too hard, could no longer extract material with auger head.
Textural difference between A2 & B2 minimal. Soil surface condition varies throughout plot, large open areas are covered in a veneer of ironstone sand and SCF, while below clustered trees and grassy areas cryptogam is present.",17,NA,NA,"N",0.16,6.9,"V","E","NC","NC","NC","NC",NA,NA,"WAA053740"
"132","NSABHC0028-58027","NSABHC0028",58027,0,0.03,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011418"
"133","NSABHC0028-58027","NSABHC0028",58027,0.03,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011419"
"134","NSABHC0028-58027","NSABHC0028",58027,0.2,0.3,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011420"
"135","NSABHC0028-58027","NSABHC0028",58027,0.3,0.4,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011421"
"136","NSABHC0028-58027","NSABHC0028",58027,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011422"
"137","NSABHC0028-58027","NSABHC0028",58027,0.5,0.6,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011423"
"138","NSABHC0028-58027","NSABHC0028",58027,0.7,0.8,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011425"
"139","NSABHC0028-58027","NSABHC0028",58027,0.8,0.9,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011426"
"140","NSABHC0028-58027","NSABHC0028",58027,0.9,1,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011427"
"141","NSABHC0028-58027","NSABHC0028",58027,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011424"
"142","NSABHC0029-58028","NSABHC0029",58028,0,0.035,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011464"
"143","NSABHC0029-58028","NSABHC0029",58028,0.035,0.08,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011465"
"144","NSABHC0029-58028","NSABHC0029",58028,0.08,0.12,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011466"
"145","NSABHC0029-58028","NSABHC0029",58028,0.12,0.19,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011467"
"146","NSABHC0029-58028","NSABHC0029",58028,0.19,0.41,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit and subsite samples collected at this visit. Plant, DNA and Metagenomic samples collected.",11,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"AUG011468"
"147","WAAPIL0025-58043","WAAPIL0025",58043,0,0.03,"A1","CLS","NC","NC","10R34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","A1 appears to contain slight amount of organic matter. 
Soil very compact, too hard to dig/auger past 55 cm, unable to extract material with auger head (too fine/dry). Pit to 40 cm, auger to 55 cm. 
Pit and subsites 1 - 5 in NW corner.",17,NA,NA,"N",0.04,6.2,"V","E","NC","NC","NC","NC",NA,NA,"WAA053768"
"148","WAANUL0007-56932","WAANUL0007",56932,0,0.09,"A3","SL","NC","NC","2.5YR56","","NC","NC","NC","NC","NC","NC","NC","Pit NW corner. Some outcropping in NW quarter of site.",2,"11",NA,"V",0.15,8.9,"V","E","NC","NC","NC","NC",NA,"11","WAA052162"
"149","WAAPIL0025-58043","WAAPIL0025",58043,0.03,0.55,"B2","CLS","+","NC","10R44",NA,"n/a","0","n/a","0","n/a","n/a","n/a","A1 appears to contain slight amount of organic matter. 
Soil very compact, too hard to dig/auger past 55 cm, unable to extract material with auger head (too fine/dry). Pit to 40 cm, auger to 55 cm. 
Pit and subsites 1 - 5 in NW corner.",17,"4",NA,"N",0.02,6.8,"W","R","NC","NC","NC","AB",NA,NA,"WAA053769"
"150","WAAPIL0026-58044","WAAPIL0026",58044,0,0.11,"A1","CS","NC","NC","10R34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit dug to 40  cm. Soil very compact, could not penetrate with hand auger past bottom of pit.
Unable to determine character below 40 cm. ",17,NA,NA,"N",0.05,7.3,"V","E","NC","NC","NC","NC",NA,NA,"WAA053797"
