"","site_unique","site_location_name","established_date","description","bioregion_name","landform_pattern","landform_element","site_slope","site_aspect","comments","outcrop_lithology","other_outcrop_lithology","plot_dimensions","site_location_visit_id","visit_start_date","visit_end_date","visit_notes","location_description","erosion_type","erosion_abundance","erosion_state","microrelief","drainage_type","disturbance","climatic_condition","vegetation_condition","observer_veg","observer_soil","described_by","pit_marker_easting","pit_marker_northing","pit_marker_mga_zones","pit_marker_datum","pit_marker_location_method","soil_observation_type","a_s_c","plot_is_100m_by_100m","plot_is_aligned_to_grid","plot_is_permanently_marked","latitude","longitude","point","state","lon_easting","lat_northing"
"132","NTAGFU0034-53681","NTAGFU0034","2012-07-09T00:00:00","Wongalara reserve. 10.5km North North West of Wongalara Homestead. 174km north east of Mataranka","GFU","FLO","SWP",NA,NA,"Swamp on a flood out. Long unburnt- no scarring. Homogeneity - community continues 50m over track towards river. North boundary of the site is close to track. Bad lands/eroded area mark the western boundary. Grazing impact- moderate. Cattle pads horses. Heavily grazed in past. Weed impact nil.","NC","NC",NA,53681,"2012-07-09T00:00:00","2012-07-09T00:00:00","","Wongalara reserve. 10.5km North North West of Wongalara Homestead. 174km north east of Mattaranka","G","3","A","A",3,"1L","DRY","DRY",1,2,1,437552,8445315,53,"WGS84","DGPS","P","3DEAAYYALAEOO",TRUE,TRUE,TRUE,-14.062225,134.421583333333,"SW","NT",134.421581140978,-14.0622277837215
"133","NTAGFU0035-53682","NTAGFU0035","2012-07-10T00:00:00","Wongalara reserve. 12km North North West of Wongalara Homestead 176km north east of Mataranka","GFU","RIS","HSL","7","270","Stony site on south west facing slope of low rise. Flatter at top of site in the east with more bare ground towards the south west corner. A drainage line runs north to south just outside the western boundary of the site. Homogeneity- community continues south another 50m. To the West it grades into Melaleuca viridiflora/ Melaleuca stenostachya shrubland and to the north into an Acacia shirleyi woodland. Grazing impact low -some pads and tracks in quad. Fire- long unburnt due to sparse grass cover.","NC","NC",NA,53682,"2012-07-10T00:00:00","2012-07-10T00:00:00","","Wongalara reserve. 12km North North West of Wongalara Homestead 176km north east of Mattaranka","S","2","A","X",5,"1L","DRY","DRY",1,2,1,437450,8446903,53,"WGS84","DGPS","P","3TECYCZALAGKLU",TRUE,TRUE,TRUE,-14.0478638888889,134.420675,"SW","NT",134.420672527349,-14.0478676317358
"134","NTAGFU0036-53683","NTAGFU0036","2012-07-11T00:00:00","Moroak Station. 24km North West of Moroak Homestead. 90km north east of Mataranka","GFU","LOW","HSL",NA,NA,"Rocky, sloping site on spur at the base of a low hill. Dropping into a gully on the north eastern edge. Grazing impact- moderate. Cattle pads in site but grasses intact. No evidence of weeds. Fire impact low. No scorch marks on Acacia shirleyi or Eucalyptus leucophloia or much fallen litter. Homogeneity- community continues 50m north west and south east along the ridge top. East and west of the site the community grades into a Eucalyptus leucophloia Mallee woodland","NC","NC",NA,53683,"2012-07-11T00:00:00","2012-07-11T00:00:00","","Moroak Station. 24km North West of Moroak Homestead. 90km north east of Mattaranka","NC","NC","NC","NC",7,"NC","DRY","DRY",1,8,1,377572,8377359,53,"WGS84","DGPS","P",NA,TRUE,TRUE,TRUE,-14.674575,133.862983333333,"SW","NT",133.862980922284,-14.6745766129458
"135","NTAGFU0037-53684","NTAGFU0037","2012-07-12T00:00:00","Moroak Station. 26km North West of Moroak Homestead. 92km north east of Mataranka","GFU","FLO","SWP",NA,NA,"Swamp on edge of Mariok creek. Floodplain with lots of run on areas.  Site flat with a few shallow drainage depressions running through the site. Grazing impact-heavy. Cattle and horses. Homogeneity- community continues 50m on all sides. Long unburnt- no scarring on trees.","NC","NC",NA,53684,"2012-07-12T00:00:00","2012-07-12T00:00:00","","Moroak Station. 26km North West of Moroak Homestead. 92km north east of Mattaranka","NC","0","Z","NC",1,"1H","DRY","DRY",1,8,1,380735,8377474,53,"WGS84","DGPS","P",NA,TRUE,TRUE,TRUE,-14.673675,133.892355555556,"SW","NT",133.892357747086,-14.6736789425649
"136","NTAGFU0038-53685","NTAGFU0038","2012-07-12T00:00:00","Moroak Station.  25.5km North West of Moroak Homestead. 86 north east of Mataranka","GFU","RIS","HCR",NA,NA,"North sloping site on a low rise with the southern boundary of the site just creating the rise. Grazing impact low- some cattle droppings. Long unburnt- not much standing litter. Homogeneity- community continues west 100m along ridge cap. To the north another 50m down the slope where it grades into Eucalyptus leucophloia. The same applies on the southern edge. To the east is a track and the community continues for another 50m beyond this. Weed impact low.","NC","NC",NA,53685,"2012-07-12T00:00:00","2012-07-12T00:00:00","","Moroak Station.  25.5km North West of Moroak Homestead. 86 north east of Mattranka","NC","NC","NC","NC",7,"NC","DRY","DRY",1,8,1,380893,8375672,53,"WGS84","DGPS","P",NA,TRUE,TRUE,TRUE,-14.689975,133.893744444444,"SW","NT",133.893743038545,-14.6899756227833
"137","NTAGFU0039-53686","NTAGFU0039","2012-07-14T00:00:00","Moroak Station. 25km North West of Moroak Homestead. 84 north east of Mataranka","GFU","RIS","FAN",NA,NA,"Site on the edge of the Mariok creek floodplain at the base of a low rise. Weed impact- low. Long unburnt- no scaring on trees or standing litter. Grazing impact high but still grass cover. Homogeneity- site is more or less contained. To the north grades into Eucalyptus microtheca sparse woodland while to the east and south up the slope is more Eucalyptus leucophloia","NC","NC",NA,53686,"2012-07-14T00:00:00","2012-07-14T00:00:00","","Moroak Station. 25km North West of Moroak Homestead. 84 north east of Mattaranka","NC","NC","NC","NC",7,"NC","DRY","DRY",1,8,1,379649,8377123,53,"WGS84","DGPS","P",NA,TRUE,TRUE,TRUE,-14.6768,133.882252777778,"SW","NT",133.882257060617,-14.6768035955502
"138","NTAGFU0040-53687","NTAGFU0040","2012-07-15T00:00:00","Moroak Station. 22km North West of Moroak Homestead. 82 north east of Mataranka","GFU","RIS","GUL",NA,NA,"Site in a valley between low hills. Long unburnt. No scorch on trees and recruitment in Corymbia polycarpa and  Acacia dimidiata. Moderately impacted by grazing but grasses still intact.  Homogeneity- vegetation is patchy around the site. To the east and west of the site is more Melaleuca viridiflora shrubland with emergent Eucalyptus tectifica. Minimal impact of introduced plant species.","NC","NC",NA,53687,"2012-07-15T00:00:00","2012-07-15T00:00:00","","Moroak Station. 22km North West of Moroak Homestead. 82 north east of Mattaranka","NC","NC","NC","NC",7,"NC","DRY","FFR",1,8,1,375611,8377445,53,"WGS84","DGPS","P",NA,TRUE,TRUE,TRUE,-14.6737055555556,133.844775,"SW","NT",133.844775330362,-14.6737093619486
"139","NTASSD0001-53690","NTASSD0001","2012-08-18T00:00:00","Sand dune on Eastern side of Colson Track, 88km west of Old Andado homestead. Simpson Desert.","SSD","LON","SWL",NA,NA,"Site in Swale. Slope to dune in the North east corner. Plot running North west to South East.","NC","NC","200  x  50 m.",53690,"2012-08-18T00:00:00","2012-08-18T00:00:00",NA,"Sand dune on Eastern side of Colson Track, 88km west of Old Andado homestead.Simpson Desert.","NC","1","S","NC",6,"0","WET","FFR",8,2,8,631566.35,7200107.27,53,NA,"DGPS","P","3RUAOZZAREK-",FALSE,FALSE,TRUE,-25.3097916666667,136.307027777778,"SW","NT",136.307026687877,-25.3097903962776
"140","NTASSD0003-53691","NTASSD0003","2012-08-20T00:00:00","Colson Track, 88km west of Old Andado homestead. Simpson Desert.","SSD","LON","DUC",NA,NA,"Site straddles two dunes with a crest sloping to a swale then another crest in the North West corner. Plot running North west to South East. Pit at NW corner.","NC","NC","'200  x  50 m.'",53691,"2012-08-20T00:00:00","2012-08-20T00:00:00","","Colson Track, 88km west of Old Andado homestead.Simpson Desert.","NC","1","P","NC",6,"0","WET","FFR",15,2,15,630756.89,7201261.01,53,NA,"DGPS","P","3RUAOZZAREK-",FALSE,FALSE,TRUE,-25.2994444444444,136.298875,"SW","NT",136.298875809451,-25.2994450465251
"141","NTASSD0004-53692","NTASSD0004","2012-08-21T00:00:00","Colson Track, 86km west of Old Andado homestead, Simpson Desert.","SSD","LON","SWL",NA,NA,"Dune Swale on Western side of Colson Track , Simpson Desert.  Plot running North west to South East. Swale.","NC","NC","'200  x  50 m.'",53692,"2012-08-21T00:00:00","2012-08-21T00:00:00","","Colson Track, 86km west of Old Andado homestead, Simpson Desert.","NC","1","P","NC",6,"0","WET","FFR",15,2,15,628383,7206399,53,NA,"DGPS","P","3RUARZZAOEK-",FALSE,FALSE,TRUE,-25.2532666666667,136.274811111111,"SW","NT",136.274814529838,-25.2532624432557
"142","SAASTP0015-53715","SAASTP0015","2012-09-12T00:00:00","South east corner Macumba Station. 126km South East of Oodnadatta","STP","PLA","PLA","1","360","300 m. north of fence line, close to a large drainage line. 40 - 50% gibber pavement .  Rabbit scat spoils near vegetation clumps and 25 - 50% grazing on grasses in these clumps. Donkey tracks present but no sign of cattle. Minimal impact of introduced plant species- Malvastrum americanum var. americanum present.
","QU","NC",NA,53715,"2012-09-12T00:00:00","2012-09-12T00:00:00","","SE corner Macumba Station. 126km South East of Ooodnadatta","E","NC","NC","L",2,"1L","DRY",NA,5,4,5,665236,6916545,53,"WGS84","GPS","P",NA,TRUE,FALSE,TRUE,-27.8656666666667,136.678330555556,"SW","SA",136.678338102592,-27.865683953422
"143","SAASTP0016-53716","SAASTP0016","2012-09-14T00:00:00","South east corner Macumba Station. 121km South East of Oodnadatta","STP","ALP","DDE","1","90","Run-on area between Simpson Desert and low ranges to the East.  Erosion gullies to 1m. Soil variation from sand to wet sandy clay, to powdery fine ( on surface)depending on depth and location. No sign of cattle but large presence of Rattus villosissimus  diggings, scats. Caught 5 in 15 set Elliot traps nearby. Some donkey scats near quadrat. Minimal impact of introduced plant species- Malvastrum americanum var. americanum present.
","QU","NC",NA,53716,"2012-09-14T00:00:00","2012-09-14T00:00:00","","SE corner Macumba Station. 121km South East of Oodnadatta","G","NC","NC","U",2,"1L","DRY",NA,5,4,5,660515,6920010,53,"WGS84","GPS","P",NA,TRUE,FALSE,TRUE,-27.8349611111111,136.629922222222,"SW","SA",136.62993422043,-27.8349915013166
"144","SAASTP0017-53717","SAASTP0017","2012-09-15T00:00:00","Macumba Station, SE corner. 122km South East of Oodnadatta","STP","FLO","DDE",NA,NA,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern is a shallow drainage depression within a broader plain. No discernible slope, <1 degree to the north east. No outcrop present. Small amount of gravel in deeper channels, with multiple channels running through in various directions. Channels are mainly bare of vegetation, with a few sedges present in some, and are 0.2-0.5m deep. Site is long unburnt. No evidence of past fire. Grazing impact is low, cattle and kangaroo scat is present. Minimal introduced plant species present. Some Malvastrum americanum and Lepidium within the site. Nearest infrastructure is an access track approximately 1km west of the site.
-------------- new visit physicalStatusComments end ---------------
""Broad  drainage channel with multiple gullies in run-on area between Simpson Desert to the east and low flat top"""" break away """" ranges to the west.
 Soil variable from powdery surface saline to hard surface clay- wet 20cm. Rabbit and donkey scats through the site.+ Old cattle pats. Rattus villosissimus runways, tracks and scats. Minimal impact of introduced plant species- Malvastrum americanum var. americanum and Sonchus oleraceus present.
","ZS","QU",NA,53717,"2012-09-16T00:00:00","2012-09-15T00:00:00","Chenopod and Samphire shrubland in an alluvial flood channel","Macumba Station, SE corner. 122km South East of Oodnadatta","G","3","P","NC",2,"0","DRY","Disturbed natural",5,4,5,661474,6919464,53,"WGS84","GPS","P",NA,TRUE,FALSE,TRUE,-27.8397833333333,136.639730555556,"SW","SA",136.639743144484,-27.8398031718045
"145","SAASTP0018-53718","SAASTP0018","2012-09-16T00:00:00","East of old Umbum, south central 'The Peak' Station. 53km North North East of William Creek","SSD","ALP","PLA","1","360","-------------- new visit physicalStatusComments start --------------
Landform element and pattern is a plain at the edge of a flood plain. 35-40% of the site has surface strew, with density increasing on the northern side. Size is gravel to small rock (0.01 to 0.15m). Lithology is highly variable with gibbers of siltstone, conglomerate, ironstone and quartz. Open areas have surface of light puffy clay with numerous surface cracks, as well as deeper cracks and holes (0.3m deep).
No introduced plants present. Cattle tracks and old dung throughout site, as is kangaroo dung, with diggings around outer edge of the site. Grazing present on Maireana aphylla, particularly on plants with more green growth. No detectable fire history, no scarring. Site is homogenous, extending at least 200m East, South and West from the plot boundary. To the north, vegetation is similar within 200m but there is a shallow stony rise, before dropping down into the drainage line. Nearest infrastructure is the access track to Umbum Bore, 150m north west of the NW corner.

-------------- new visit physicalStatusComments end ---------------
On wide Gibber plain. Occasional crabholes and with run-on and outcropping rock. No current graze signs on grasses and shrubs. Sclerolaena diverse. Site within 500-700m of Coolabah creek. Some old cattle pads in and around the site. Minimal rabbit signs although common long creek terrace to north. Minimal impact of introduced plant species- Malvastrum americanum var. americanum present.
","NC","NC",NA,53718,"2012-09-16T00:00:00","2012-09-16T00:00:00","","East of old Umbum, south central 'The Peak' Station. 53km North North East of William Creek","E","NC","NC","D",1,"0","DRY","Undisturbed natural",5,4,5,639884,6853951,53,"WGS84","GPS","P",NA,TRUE,FALSE,TRUE,-28.4334277777778,136.428380555556,"SW","SA",136.42838068185,-28.4334437250188
"146","SAASTP0001-53719","SAASTP0001","2012-06-27T00:00:00","Hamilton Station. 177km south east of Kulgera. Just west of western boundary of Witjira National Park. Drive along fence from boundary gate.","STP","FLO","FLD","10","70","-------------- new visit physicalStatusComments start --------------
Landform element and pattern is plain on alluvial plain. Surface strew across 20% of the site, particularly in creek line and depressions. Strew lithology of sandstone, ironstone and quartzite (3-5cm). Introduced plant impact is minimal-moderate with Malvastrum americanum and Lepidium sp. scattered through the site. Grazing impact is low, site is on a station so there are some cow pats but grazing evidence is limited. Site is long unburnt. The site is homogenous, community extends from the centre 70m to the north, 300+m east, 100m south (creek line with gidgee), and 200m west towards floodplains. The nearest infrastructure is the main road from Oodnadatta to Mount Dare, 600m north of the NE corner.
 
-------------- new visit physicalStatusComments end ---------------
Plot crosses mulga run- on area with isolated channels to the south, gravel strewn rills and minor drainage comprise the flood out area running roughly at 70 degrees. Minimal impact of introduced plant species- Malvastrum americanum var. americanum present.
","NC","NC",NA,53719,"2012-06-27T00:00:00","2012-06-27T00:00:00",NA,"Hamilton Station. 177km South East of Kulgera","E","NC","NC","NC",1,"1M","DRY","Disturbed natural",5,4,5,499919,7093509,53,"WGS84","DGPS","P",NA,TRUE,TRUE,TRUE,-26.2781722222222,134.9992,"SW","SA",134.999188708336,-26.2781790144771
